Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Версия ОС на начало продаж,Частота обновления,Технологии улучшения изображения,Масштабирование,Цветовая система,Мощность,Технологии улучшения звука,Вес,Формат,Модель процессора,NFC,Тип матрицы,Тип светодиодной подсветки,Угол обзора по вертикали,Угол обзора по горизонтали,Список программ,Гид по программам,eARC,Количество ядер процессора,Кол-во встроенных динамиков,Акустическая схема,Яркость,Контрастность,Время отклика,Поддерживаемые форматы,Объемное звучание,Антибликовое покрытие,Интерьерный режим,Батарейки для пульта ДУ,Родительский контроль,Мощность сабвуфера,Таймер включения,Русифицированное меню,Объем встроенной памяти,Количество тюнеров,Динамическая контрастность,Объем оперативной памяти,Производитель процессора,Эквалайзер,Любимые каналы,Гребенчатый фильтр,Автоматическая регулировка громкости,VGA (D-Sub),Чтение карт памяти,Частота процессора,Встроенный DVD-плеер,SCART,Слот для карт памяти,Ввод названий каналов,Прогрессивная развертка,Дополнительная информация,Предустановки изображения,Выход для сабвуфера,Встроенный сабвуфер,Коаксиальный аудиовход,Изогнутый экран,Кронштейн,Поддержка 3D,Автоматическая настройка,Количество каналов,Ручная настройка,Композитный выход,Встроенное радио
"LED телевизор 24"" Telefunken TF-LED24S22T2",7 300 р.,0,0,Беларусь,1 год,,,"24"" (61 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,,,,Есть ,,Есть,Есть,100x100 ,,Есть,,Есть,"DVB-C, DVB-T, DVB-T2 ",NICAM стерео,,Есть,,Есть,,1 ,1.4,,Есть,,,,Есть ,1,,,,1,,,,Есть ,37.5 см,55.5 см,15.5 см,,,,,,,,50 Гц ,,,"PAL, SECAM",10 Вт,,,16:9,,,,,178 °,178 ° ,,,,,2 ,,200 кд/м² ,3000:1,,"MP3, AVI, DivX, MKV, WMA",,,,,,,,,,,,,,,,Есть,,Есть,,,,,,,Есть,,,,,,,,,,,,,
"LED телевизор 24"" Econ Smart EX-24HS001W White",10 590 р.,0,0,Россия,1 год,Linux,30 Вт,"24"" (61 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,,,,,Есть ,,,Есть,100x100 ,,,,Есть,"DVB-C, DVB-T2 ",,6 Вт,,,,,1 ,,,,,,Есть,Есть ,1,,,Есть ,,1,,,Есть ,35.7 см,55.6 см,16.8 см,32.9 см,55.6 см,8.1 см,,2.8 кг,,,60 Гц ,,,,,,,16:9,,,,,178 °,178 ° ,,,,,2 ,2.0,200 кд/м² ,80000:1,6 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Telefunken TF-LED43S80T2SU",18 490 р.,0,0,Беларусь,1 год,Android TV,,"43"" (109.2 см) ",,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,,Есть ,Есть,Есть,,,,,,,"DVB-C, DVB-T, DVB-T2 ",NICAM стерео,,Есть,,,,3 ,1.4,,Есть,,,Есть,Есть ,2,Есть ,,Есть ,,,,,,,,,,,,,,,Android 11,50 Гц ,,,"PAL, SECAM",2х8 Вт,,,16:9,Cortex-A55,,,,178 °,178 ° ,,,,4,2 ,,230 кд/м² ,3000:1,6.5 мс,,,,,,,,,,8 ГБ,,,1.5 ГБ,ARM,,,,,,,1.5 ГГц,,,,,Есть,,,,,,,,,,"100 аналоговых, 1000 цифровых",,,
"LED телевизор 32"" Harper 32R690T",9 500 р.,0,0,Беларусь,1 год,,,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,,Есть ,Есть,Есть,Есть,100x100 ,,Есть,Есть,Есть,"DVB-C, DVB-T, DVB-T2 ",A2/NICAM стерео,,Есть,,Есть,,2 ,1.4,,,,,,Есть ,1,,,,,,,,Есть ,,,,,,,,,,,60 Гц ,,,"NTSC, PAL, SECAM",2х6 Вт,,,16:9,,,VA,Direct LED,178 °,178 ° ,,Есть,,,2 ,,230 кд/м² ,70000:1,8 мс,,,,,Есть,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,Есть,
"Ultra HD (4K) LED телевизор 50"" Harper 50U770TS",28 790 р.,0,0,Беларусь,1 год,Android TV,,"50"" (127 см) ",,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,Есть ,Есть,,,,,,,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM/A2,,,Есть,,,3 ,"2.0, 1.4",,,,,,Есть ,2,Есть ,Есть,,,,,,,,,,,,,,,,Android 10,60 Гц ,,,"NTSC, PAL, SECAM",2х8 Вт,,,16:9,Cortex-A53,,VA,Direct LED,178 °,178 ° ,,Есть,,4,2 ,,300 кд/м² ,120000:1,8 мс,,Есть,,,,,,,,16 ГБ,,,2 ГБ,ARM,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Viomi YMD43ACURUS1",33 990 р.,0,0,Китай,1 год,Android TV,70 Вт,"43"" (109.2 см) ",,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,Есть,Есть,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,3 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,11,60 Гц ,,,"NTSC, PAL, SECAM",8х2 Вт,,,16:9,Cortex-A55,,VA,Direct LED,,,,,,,2 ,,250 кд/м² ,5000:1,9.5 мс,,,,,,,,,,16 ГБ,,,2 ГБ,,,,,,,,1.5 ГГц,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Viomi YMD55ACURUS1",44 990 р.,0,0,Китай,1 год,Android TV,70 Вт,"55"" (139.7 см) ",,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,Есть,Есть,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,3 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,,,"NTSC, PAL, SECAM",2х8 Вт,,,16:9,Cortex-A55,,VA,Direct LED,,,,,,,2 ,,250 кд/м² ,5000:1,9.5 мс,,,,,,,,Есть,,16 ГБ,,,2 ГБ,,,,,,,,1.5 ГГц,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Accesstyle H32EY1500B",14 290 р.,0,0,Китай,1 год,"Яндекс.ТВ, Android TV",40 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,100x100 ,,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,47.2 см,72 см,20.5 см,42.3 см,72 см,7.98 см,,,,Android 9.0,60 Гц ,,,,2 х 8 Вт,,3.5 кг,16:9,,,MVA,Direct LED,178 °,178 ° ,,,,,2 ,,200 кд/м² ,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Accesstyle F32EY1500B",15 490 р.,0,0,Китай,1 год,Android TV,40 Вт,"32"" (81.3 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,100x100 ,,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,46.8 см,71.8 см,18.1 см,42.3 см,71.8 см,,,,,Android 9.0,60 Гц ,,,,2 х 8 Вт,,,16:9,,,MVA,Direct LED,178 °,178 ° ,,,,,2 ,,200 кд/м² ,4000:1,,,,,,,,,,,,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Accesstyle U43EY1500B",23 790 р.,0,0,Россия,1 год,"Яндекс.ТВ, Android TV",60 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,200x100 ,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,59.24 см,,,,,,,,,,60 Гц ,4K UHD,,,2 х 10 Вт,,,16:9,,,MVA,Direct LED,178 °,178 ° ,,,,,2 ,,230 кд/м² ,3000:1,6.5 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Candy Uno 43 FHD",19 999 р.,0,0,Россия,1 год,Android TV,90 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Decoding,,Есть,,Есть,,3 ,2.1,,,Есть,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,,,,16 Вт,,,16:9,,,,Direct LED,,,,,,,2 ,2.0,,,,,Есть,,,,,,,,,,,,,,,,,,SD,,,,Есть,,,,,,,,,,,,,,,
"QLED телевизор 50"" Vekta LD-50SQ9513BS",31 490 р.,0,0,Гонконг,1 год,Android TV,85 Вт,"50"" (127 см) ",QLED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,,,Есть,Есть ,,Есть,Есть,200x200 ,Есть,,,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,,,Есть,,,,Есть ,4,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,9.0,60 Гц ,,,,2х10 Вт,,,16:9,,,,,176 °,176 ° ,,,,,2 ,,250 кд/м² ,4000:1,,"AVI, MKV, JPEG",,,,,,,,,8 ГБ,,,1.5 ГБ,,,,,,Есть,,,,,,,Есть,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Candy Uno 43 UHD",21 999 р.,5,4,Россия,1 год,Android TV,90 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,,Есть,Есть,,200x200 ,Есть,Есть,Есть,Есть,"DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Decoding,19 Вт,Есть,Есть,Есть,,4 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,11,60 Гц ,,,,,,,16:9,,,,Direct LED,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Candy Uno 50",26 999 р.,0,0,Россия,1 год,Android TV,120 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Decoding,,Есть,Есть,Есть,,4 ,2.1,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,11,60 Гц ,,,,20 Вт,,,16:9,,,,Direct LED,,,,,,,2 ,2.0,,,,,Есть,,,,Есть,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Accesstyle U43EY1500B",17 999 р.,0,0,Россия,1 год,Android TV,70 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,200x200 ,,,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,Есть,,3 ,2.0,,,,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,59.24 см,97.01 см,21.61 см,56.39 см,97.01 см,9.1 см,,,,,60 Гц ,,,,2х10 Вт,,,16:9,,,MVA,Direct LED,178 °,178 ° ,,,,,2 ,,230 кд/м² ,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Philips 32PHS6808/60",17 999 р.,0,0,Россия,1 год,,30 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,10 Вт,,,,,3 ,1.4,,,Есть,,Есть,Есть ,2,Есть ,,Есть ,,,,,,,,,,,,,,,,60 Гц ,,,"PAL, SECAM",,,,16:9,,,,Direct LED,,,,Есть,,2,2 ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Accesstyle H32EY1500B",13 999 р.,0,0,Россия,1 год,Android TV,41 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,100x100 ,,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,47.2 см,72 см,20.5 см,42.3 см,72 см,,,,,9.0,60 Гц ,,,,16 Вт,,,16:9,,,MVA,Direct LED,178 °,178 ° ,,,,,2 ,2.0,180 кд/м² ,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Vekta LD-55SQ9513BS",35 290 р.,0,0,Гонконг,1 год,Android TV,85 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",Стерео,,,,,,3 ,,,Есть,,,,Есть ,4,,,,,,,,,,,,,,,,,,9.0,60 Гц ,,,,2х10 Вт,,,16:9,,,,,178 °,178 ° ,,,,,2 ,2.0,250 кд/м² ,1200:1,,"MP3, AVI, MKV, JPEG",,,,,,,,,8 ГБ,,,1.5 ГБ,,,,Есть,,,,,,Есть,,,Есть,,,,,,,,,,,,,
"LED телевизор 24"" Thomson T24RTE1280",10 990 р.,0,0,Россия,1 год,,38 Вт,"24"" (61 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,,,Есть,,Есть,,Есть,Есть,Есть,100x100 ,,,Есть,Есть,"DVB-C, DVB-T, DVB-T2 ",,,,,,,1 ,1.4,,Есть,,,,Есть ,1,,,,1,,,,,36.5 см,54.9 см,13.4 см,33 см,,,,,,,50 Гц ,,,,16 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,230 кд/м² ,3000:1,6.5 мс,,Есть,,,,,,Есть,,,,,,,,,,,,"SD, SDHC, SDXC",,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43AU7002UXRU",37 590 р.,0,0,Россия,1 год,Tizen,115 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,Есть ,Есть,,,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,20 Вт,,,,,3 ,2.1,,,Есть,,,Есть ,1,Есть ,Есть,Есть ,,,,,Есть ,63.09 см,95.84 см,,,,,,,,,60 Гц ,,Есть,,,,,16:9,,,,,,,,Есть,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Thomson T32RSL6040",14 290 р.,0,0,Россия,1 год,Android TV,48 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,2 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,310 кд/м² ,3000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Thomson T32RTE1300",11 990 р.,0,0,Россия,1 год,,48 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,2 ,1.4,,,,,,Есть ,2,,,,1,,,,Есть ,47.6 см,72.6 см,17.9 см,43.1 см,,,,,,,60 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,3000:1,6.5 мс,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Thomson T32RTM6020",15 990 р.,0,0,Россия,1 год,Android TV,45 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,,Есть,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,310 кд/м² ,3000:1,6.5 мс,,Есть,,,,,,Есть,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Thomson T32RTL6030",13 990 р.,0,0,Россия,1 год,Android TV,45 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,,Есть,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,310 кд/м² ,3000:1,6.5 мс,,Есть,,,,,,Есть,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (8K) QLED телевизор 65"" Samsung QE65Q800TAU",249 990 р.,0,0,Россия,1 год,Tizen,408 Вт,"65"" (165.1 см) ",QLED ,7680x4320 Пикс (8K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,400x300 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,4 ,2.1,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,120 Гц ,,,"PAL, SECAM",70 Вт,,,16:9,,,,,,,,Есть,Есть,,7 ,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,
"LED телевизор 32"" Thomson T32RTM6020",15 990 р.,0,0,Россия,1 год,Android TV,45 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,,Есть,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,310 кд/м² ,3000:1,6.5 мс,,Есть,,,,,,Есть,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Thomson T32RTL6030",13 990 р.,0,0,Россия,1 год,Android TV,45 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,,Есть,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,310 кд/м² ,3000:1,6.5 мс,,Есть,,,,,,Есть,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (8K) QLED телевизор 65"" Samsung QE65Q800TAU",249 990 р.,0,0,Россия,1 год,Tizen,408 Вт,"65"" (165.1 см) ",QLED ,7680x4320 Пикс (8K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,400x300 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,4 ,2.1,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,120 Гц ,,,"PAL, SECAM",70 Вт,,,16:9,,,,,,,,Есть,Есть,,7 ,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Thomson T43USL7010",28 990 р.,0,0,Россия,1 год,Android TV,85 Вт,"42"" (106.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,300x300 ,,,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,310 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 42"" Thomson T42FSH5150",20 990 р.,0,0,Россия,1 год,Android TV,65 Вт,"42"" (106.7 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,200x100 ,,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Thomson T43FSM6050",21 990 р.,0,0,Россия,1 год,Android TV,65 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,200x100 ,,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,320 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Thomson T43USM7030",24 490 р.,0,0,Россия,1 год,Android TV,85 Вт,"42"" (106.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 40"" Thomson T40FSM6020",19 990 р.,0,0,Россия,1 год,Android TV,55 Вт,"40"" (101.6 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Стерео,,,,,,3 ,1.4,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,300 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Thomson T50USL7010",30 990 р.,0,0,Россия,1 год,Android TV,110 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Стерео,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,370 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Thomson T55USL7010",35 990 р.,0,0,Россия,1 год,Android TV,130 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Стерео,,,,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,1,,,,,,,,,,,,,,,50 Гц ,,,"NTSC, PAL, SECAM",20 Вт,,,16:9,,,,Direct LED,178 °,178 ° ,,,,,2 ,,380 кд/м² ,5000:1,6.5 мс,,Есть,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
