link,Рейтинг,Количество отзывов,Название,Цена,Тип,Диагональ экрана в,Разрешение,Частота обновления,Разрешение матрицы экрана,Яркость,Контраст к 1,Поверхность,Тип матрицы,Тип матрицы маркетинговый,Соотношение сторон,Оперативная,Макс. объем оперативной,Количество слотов оперативной,Возможность апгрейда оперативной памяти,Объем,Тип графического,Графический,Процессор,"Процессор,",Количество ядер,Максимальное число потоков,Количество высокопроизводительных ядер,Объем кэша L2,Объем кэша L3,Техпроцесс,Ядро процессора,Поддержка технологии,Порты USB 2.0,Порты USB 3.0,Мак. скорость передачи данных (Type-A),Порты USB 3.0 (Type-C),Мак. скорость передачи данных (Type-C),Операционная система,Для учебы,Для работы,Веб-камера,Разъем,Акустическая,Язык клавиатуры,Цвет клавиатуры,Цифровой блок,Подсветка клавиш,Цвет подсветки клавиатуры,Устройства позиционирования,Гарантия,Емкость,Энергоемкость,Комплектация,Материал,Цветовое,Размеры,Вес,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Возможность апгрейда HDD/SSD,Конфигурация возможного апгрейда жесткого диска,Количество разъемов жесткого диска,Количество свободных разъемов жесткого диска,Кард-ридер,Кабельная,Порты USB 3.1 (Type-A),Порты USB 3.2 (Type-C),Возможность передачи видео через USB Type-C,Разрядность ОС,Поддержка языков,Разъем для,Сканер отпечатка,Напряжение,Особенности,Kensington,Угол обзора,Цветовой охват NTSC,Количество занятых слотов оперативной,Конфигурация установленного SSD,Версия HDMI,Количество микрофонов,Мощность акустики,Количество ячеек,Внешняя,Внутренняя,Режим защиты зрения,Относительная площадь,"Функция ""Мультиэкран""",Особенности жестких дисков,Порты USB 2.0 (Type-C),Функция быстрой зарядки,Выходная мощность адаптера питания,Охлаждение,TGP,Поддержка трассировки,Поддержка,Технология,Разъем mini,Для геймеров,Подходит для,Количество энергоэффективных ядер,Максимальное разрешение внешнего монитора,Порты USB 3.1 (Type-C),Возможность зарядки от Type-C (USB Power Delivery),Ударопрочный корпус,Цветовой охват sRGB,Разъемов Thunderbolt 4,Для дизайна,Разблокировка по лицу,Максимальное время работы от,Количество свободных слотов оперативной,Плотность пикселей,Среднее время работы,Тип вилки,Режим S mode,Время отклика,Цветовой охват DCI-P3,Поддержка HDR,Технология HDR,RTX Studio,Конфигурация второго установленного SSD,Конфигурация третьего установленного SSD,Настройка подсветки клавиатуры,Антибактериальное покрытие,Порты USB 3.2 (Type-A),Цветовой охват Adobe RGB,Поддержка Intel Optane,Установленный объем Intel Optane,Число ядер графического контроллера,Стандарт связи,Пропускная способность памяти,Поддержка NVIDIA G-Sync,Сенсорный,Разъемов Thunderbolt,Разъемов Thunderbolt 3,Touch,Delta E Цвета,Порты USB 4.0 (Type-C),Сумка в,Тип сумки в комплекте,Срок окончания гарантии,"Следы естеств. убыли, износа, экспл. товара",Гарантийный ремонт(причина ремонта),Причины уценки,Особенности ОС,Delta E,Встроенный сабвуфер,Мощность сабвуфера,Стилус в комплекте,Технология динамического экрана,Динамический экран
https://www.citilink.ru/product/noutbuk-razer-blade-15-ch8-nt-i7-12800h-16gb-ssd1tb-rtx3070ti-8gb-15-6-1925329/,Код товара: 1925329,,"Ноутбук игровой Razer Blade 15 CH8-NT, 15.6"", IPS, Intel Core i7 12800H 2.3ГГц, 14-ядерный, 16ГБ 1ТБ SSD, NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ, Windows 11 Home, черный [rz09-0421ned3-r3e1]",299 840₽,Ноутбук,"15.6 """,,,2.5K,,,,IPS,IPS,,16 ГБ,,,,1024 ГБ,,NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ,Intel Core i7 12800H,"2.3 ГГц (4.6 ГГц, в режиме Turbo)",14-ядерный,16 шт,8.0,10 МБ,24 МБ,10 нм,Tiger Lake,есть,,,,,,Windows 11 Home,,,встроенная,,,русский/английский,,,,,,12 мес.,,,,,черный,,2.02 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-razer-blade-15-ch8-nt-i7-12800h-16gb-ssd1tb-rtx3070ti-8gb-15-6-1925328/,Код товара: 1925328,,"Ноутбук игровой Razer Blade 15 CH8-NT, 15.6"", IPS, Intel Core i7 12800H 2.3ГГц, 14-ядерный, 16ГБ 1ТБ SSD, NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ, Windows 11 Home, черный [rz09-0421nec3-r3e1]",281 310₽,Ноутбук,"15.6 """,,,FHD,,,,IPS,IPS,,16 ГБ,,,,1024 ГБ,,NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ,Intel Core i7 12800H,"2.3 ГГц (4.6 ГГц, в режиме Turbo)",14-ядерный,16 шт,8.0,10 МБ,24 МБ,10 нм,Tiger Lake,есть,,,,,,Windows 11 Home,,,встроенная,,,русский/английский,,,,,,12 мес.,,,,,черный,,2.02 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-razer-blade-15-ch8-nt-i7-12800h-16gb-ssd1tb-rtx-3060-6gb-15-6-1925327/,Код товара: 1925327,,"Ноутбук игровой Razer Blade 15 CH8-NT, 15.6"", IPS, Intel Core i7 12800H 2.3ГГц, 14-ядерный, 16ГБ 1ТБ SSD, NVIDIA GeForce RTX 3060 для ноутбуков - 6 ГБ, Windows 11 Home, черный [rz09-0421eed3-r3e1]",248 480₽,Ноутбук,"15.6 """,,,2.5K,,,,IPS,IPS,,16 ГБ,,,,1024 ГБ,,NVIDIA GeForce RTX 3060 для ноутбуков - 6 ГБ,Intel Core i7 12800H,"2.3 ГГц (4.6 ГГц, в режиме Turbo)",14-ядерный,16 шт,8.0,10 МБ,24 МБ,10 нм,Tiger Lake,есть,,,,,,Windows 11 Home,,,встроенная,,,русский/английский,,,,,,12 мес.,,,,,черный,,2.02 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-razer-blade-14-p8-nt-ryzen-9-6900hx-16gb-ssd1tb-rtx3070ti-8gb-1925324/,Код товара: 1925324,,"Ноутбук игровой Razer Blade 14 P8-NT, 14"", IPS, AMD Ryzen 9 6900HX 3.3ГГц, 8-ядерный, 16ГБ 1ТБ SSD, NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ, Windows 11 Home, черный [rz09-0427nea3-r3e1]",283 780₽,Ноутбук,"14 """,,,2.5K,,,,IPS,IPS,,16 ГБ,,,,1024 ГБ,,NVIDIA GeForce RTX 3070 Ti для ноутбуков - 8 ГБ,AMD Ryzen 9 6900HX,"3.3 ГГц (4.9 ГГц, в режиме Turbo)",8-ядерный,,,,16 МБ,,Rembrandt,есть,,,,,,Windows 11 Home,,,встроенная,,,русский/английский,,,,,,12 мес.,,,,,черный,,1.78 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-expertbook-b1502cga-bq0087w-i3-n305-8gb-ssd256gb-15-6-ips-1931456/,Код товара: 1931456,,"Ноутбук ASUS ExpertBook B1 B1502CGA-BQ0087W, 15.6"", IPS, Intel Core i3 N305 1.8ГГц, 8-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, черный [90nx0621-m003b0]",49 990₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",16 ГБ,1.0,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 N305,"1.8 ГГц (3.8 ГГц, в режиме Turbo)",8-ядерный,8 шт,8.0,4 МБ,6 МБ,Intel 7,Alder Lake,"есть, v5.3",1.0,1.0,5 Гбит/с,1.0,10 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,встроенный динамик,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,42 Wh,,высококачественный пластик,черный,361.6 х 233 х 19.9 мм,1.52 кг,0.46x0.07x0.3 м,3 кг,,,1 шт,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,,есть,178 °,45 %,,PCI-E 3.0 x2 M.2 2280,1.4,,1,3 cell,,,,83 %,,,,,65 Вт,активное,,,,,,,,,,1.0,есть,да,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-expertbook-b1502cga-bq0082-i3-n305-8gb-ssd256gb-15-6-ips-1931455/,Код товара: 1931455,,"Ноутбук ASUS ExpertBook B1 B1502CGA-BQ0082, 15.6"", IPS, Intel Core i3 N305 1.8ГГц, 8-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , без операционной системы, черный [90nx0621-m00360]",45 990₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",16 ГБ,1.0,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 N305,"1.8 ГГц (3.8 ГГц, в режиме Turbo)",8-ядерный,8 шт,8.0,4 МБ,6 МБ,Intel 7,Alder Lake,"есть, v5.3",1.0,1.0,5 Гбит/с,1.0,10 Гбит/с,без операционной системы,да,да,встроенная,комбинированный разъем,встроенный динамик,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,42 Wh,,высококачественный пластик,черный,361.6 х 233 х 19.9 мм,1.52 кг,0.46x0.07x0.3 м,3 кг,,,1 шт,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,,есть,178 °,45 %,,PCI-E 3.0 x2 M.2 2280,1.4,,1,3 cell,,,,83 %,,,,,65 Вт,активное,,,,,,,,,,1.0,есть,да,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fa507nu-lp055-ryzen-7-7735hs-16gb-ssd512gb-rtx-1929026/,Код товара: 1929026,,"Ноутбук игровой ASUS TUF Gaming A15 FA507NU-LP055, 15.6"", IPS, AMD Ryzen 7 7735HS 3.2ГГц, 8-ядерный, 16ГБ DDR5, 512ГБ SSD, NVIDIA GeForce RTX 4050 для ноутбуков - 6 ГБ, без операционной системы, серый [90nr0eb5-m006e0]",114 990₽,Li-Ion,"15.6 """,0.9 Мп,144 Гц,FHD,250 кд/м2,1000.0,матовая,IPS,IPS,16:9,"16 ГБ, DDR5, 4800 МГц",32 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 4050 для ноутбуков - 6 ГБ,AMD Ryzen 7 7735HS,"3.2 ГГц (4.75 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,4 МБ,16 МБ,6 нм,Cezanne,"есть, v5.3",,2.0,5 Гбит/с,,40 Гбит/с,без операционной системы,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,RGB,Touchpad,12 мес.,,90 Wh,,пластик и алюминий,серый,354 х 251 х 24.9 мм,2.2 кг,0.46x0.07x0.3 м,4.85 кг,есть,PCI-E 4.0 x4 M.2 2280,2 шт,1 шт,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,,есть,170 °,72 %,2 шт,PCI-E 4.0 x4 M.2 2280,2.1,2.0,2,4 cell,,,,,,поддержка NVMe,,,240 Вт,активное,140 Вт,есть,есть,Reflex,,да,,,,1.0,,да,100 %,,,,,,,,,,,,,,да,,,,,,75.35 %,,,,,,,,,,,,1 шт,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx506hf-hn017-i5-11400h-16gb-ssd512gb-rtx-2050-1924141/,Код товара: 1924141,,"Ноутбук игровой ASUS TUF Gaming F15 FX506HF-HN017, 15.6"", IPS, Intel Core i5 11400H 2.7ГГц, 6-ядерный, 16ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 2050 - 4 ГБ, без операционной системы, черный [90nr0hb4-m00420]",72 990₽,Li-Ion,"15.6 """,0.9 Мп,144 Гц,FHD,250 кд/м2,1000.0,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 3200 МГц",32 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 2050 - 4 ГБ,Intel Core i5 11400H,"2.7 ГГц (4.5 ГГц, в режиме Turbo)",6-ядерный,12 шт,6.0,7.5 МБ,12 МБ,10 нм,Tiger Lake,"есть, v5.3",,3.0,5 Гбит/с,,40 Гбит/с,без операционной системы,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,RGB,Touchpad,12 мес.,,48 Wh,,металл,черный,359 х 256 х 24.3 мм,2.3 кг,0.43x0.1x0.3 м,4.3 кг,есть,PCI-E 3.0 x4 M.2 2280,2 шт,1 шт,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,,есть,170 °,45 %,2 шт,PCI-E 3.0 x4 M.2 2280,2.0b,,2 x 1 Вт,3 cell,матовая,матовая,,,,,,,150 Вт,активное,70 Вт,есть,есть,Reflex,,да,,,,,,да,62.5 %,1.0,,,5 ч,,,,,,,,,,,,,,,,47.34 %,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-x515ea-bq3272w-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w11-gr-1923914/,Код товара: 1923914,,"Ноутбук ASUS VivoBook X515EA-BQ3272W, 15.6"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel UHD Graphics , Windows 11 Home, серый [90nb0ty1-m038p0]",53 990₽,Li-Ion,"15.6 """,0.3 Мп,60 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",12 ГБ,1.0,есть,512 ГБ,интегрированный,Intel UHD Graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",2.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,37 Wh,,высококачественный пластик,серый,360 х 235 х 19.9 мм,1.8 кг,0.56x0.065x0.3 м,3.97 кг,есть,"SATA III 2.5"" SATA",2 шт,1 шт,,,,,,,,,,,,,178 °,45 %,,PCI-E 3.0 x4 M.2 2280,1.4,,,2 cell,матовая,матовая,,83 %,,,,,45 Вт,,,,,,,,,,,,,,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-vivobook-x1704za-au086-i3-1215u-8gb-ssd512gb-17-3-ips-fhd-1923868/,Код товара: 1923868,,"Ноутбук ASUS Vivobook 17 X1704ZA-AU086, 17.3"", IPS, Intel Core i3 1215U 1.2ГГц, 6-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel UHD Graphics , без операционной системы, синий [90nb10f2-m00340]",58 990₽,Li-Ion,"17.3 """,0.9 Мп,60 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",16 ГБ,1.0,есть,512 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1215U,"1.2 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,8 шт,2.0,4.5 МБ,10 МБ,10 нм,Alder Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,без операционной системы,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,Touchpad,12 мес.,,50 Wh,,высококачественный пластик,синий,399.3 х 254.3 х 19.9 мм,2.1 кг,0.51x0.064x0.3 м,4.6 кг,,,1 шт,,,,,,,,,,,,,,,45 %,,PCI-E 3.0 x4 M.2 2280,1.4,,,3 cell,,,есть,86 %,,,,,45 Вт,активное,,,,,,,,4.0,,,,да,,,,,,1 шт,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-zenbook-s-ux5304va-nq251w-i5-1335u-16gb-ssd512gb-13-3-ole-1923826/,Код товара: 1923826,,"Ноутбук ASUS Zenbook S UX5304VA-NQ251W, 13.3"", OLED, Intel Core i5 1335U, Intel Evo 1.3ГГц, 10-ядерный, 16ГБ LPDDR5, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый [90nb0z92-m00ez0]",125 990₽,Li-Ion,"13.3 """,2 Мп,60 Гц,2.8K,550 кд/м2,1000000.0,глянцевая,OLED,OLED,16:10,"16 ГБ, LPDDR5",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,"Intel Core i5 1335U, Intel Evo","1.3 ГГц (4.6 ГГц, в режиме Turbo)",10-ядерный,12 шт,2.0,4 МБ,12 МБ,Intel 7,Raptor Lake,"есть, v5.3",,,10 Гбит/с,,40 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,63 Wh,,магний и алюминий,серый,296.2 х 216.3 х 11.8 мм,1.14 кг,0.46x0.07x0.3 м,2.5 кг,,,1 шт,,,,2.0,,есть,,,,,,,,,,,PCI-E 4.0 x4 M.2 2280,2.1,,,4 cell,,,есть,85 %,,поддержка NVMe,,,,активное,,,,,,,,8.0,,,есть,да,,2.0,,есть,14 ч,,,,,,0.2 мс,100 %,,,,,,,,,,,,,,,,,,,,,,есть,чехол,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-chuwi-corebook-x-14-16-1024-i5-1235u-16gb-ssd1tb-14-ips-2k-w11-1896669/,Код товара: 1896669,,"Ноутбук CHUWI Corebook X 14/16/1024, 14"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 16ГБ DDR4, 1ТБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый",56 990₽,Ноутбук,"14 """,0.9 Мп,,2K,,,матовая,IPS,IPS,,"16 ГБ, DDR4",,,,1024 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1235U,"1.3 ГГц (4.4 ГГц, в режиме Turbo)",10-ядерный,,,,,,,"есть, v5.2",,1.0,,1.0,,Windows 11 Home,,,встроенная,,стереодинамики,,черный,нет,есть,белая,,12 мес.,4000 mAh,46.2 Wh,,металл,серый,310 х 229.5 х 20.6 мм,1.5 кг,0.34x0.06x0.36 м,2.106 кг,,,,,"есть, поддержкаmicroSD",,,,,,,есть,,11.55 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-adata-xpg-xenia-15tc-15-6-ips-intel-core-i5-1135g7-2-4ggc-4-ya-M00265483/,,,‌,56 990₽,Li-Ion,"15.6 """,1920х1080,,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 3200 МГц",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1135G7,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.1",1.0,2.0,5 Гбит/с,,10 Гбит/с,Free DOS,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,,12 мес.,,53.58 Wh,,алюминий,серебристый,359.34 х 233.72 х 18 мм,1.9 кг,0.495x0.053x0.315 м,2.778 кг,,,,,"есть, поддержкаmicroSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05.06.2024,незначительные потертости,гар. ремонт,Восстановленный товар,,,,,,,
https://www.citilink.ru/product/noutbuk-hp-15s-eq2289nw-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-w11h-s-1943088/,Код товара: 1943088,,"Ноутбук HP 15s, 15.6"", IPS, AMD Ryzen 3 5300U 2.6ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD, AMD Radeon , Windows 11 Home, серебристый [71x68ea]",43 990₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",,,,256 ГБ,интегрированный,AMD Radeon,AMD Ryzen 3 5300U,"2.6 ГГц (3.8 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,2 МБ,4 МБ,7 нм,Lucienne,"есть, v5.0",,2.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,серебристый,есть,нет,,Touchpad,12 мес.,,41 Wh,,высококачественный пластик,серебристый,358.5 х 242 х 17.9 мм,1.69 кг,0.485x0.07x0.3 м,2.7 кг,,,,,"есть, поддержкаSD",,,,,,,,,,,,,45 %,1 шт,M.2 2280,1.4b,,2,3 cell,матовая,матовая,,,,,,,45 Вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"по умолчанию Windows Home – английская,в настройках языка можно скачать языковой пакет и установить русский язык.",,,,,,
https://www.citilink.ru/product/noutbuk-hp-15s-fq2619nw-i3-1115g4-4gb-ssd256gb-15-6-ips-fhd-w11h-gold-1943079/,Код товара: 1943079,,"Ноутбук HP 15s, 15.6"", IPS, Intel Core i3 1115G4 3ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, золотистый [6y7x5ea]",43 990₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",,,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1115G4,"3 ГГц (4.1 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,2.5 МБ,6 МБ,10 нм,Tiger Lake,"есть, v5.0",,2.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,серебристый,есть,нет,,Touchpad,12 мес.,,41 Wh,,высококачественный пластик,золотистый,358.5 х 242 х 17.9 мм,1.69 кг,0.485x0.07x0.3 м,2.7 кг,,,,,"есть, поддержкаSD",,,,,,,,,,,,,45 %,1 шт,M.2 2280,1.4b,,2,3 cell,матовая,матовая,,,,,,,45 Вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"по умолчанию Windows Home – английская,в настройках языка можно скачать языковой пакет и установить русский язык.",,,,,,
https://www.citilink.ru/product/noutbuk-tecno-megabook-t1-i3-1005g1-12gb-ssd256gb-15-6-ips-fhd-w11hml6-1943041/,Код товара: 1943041,,"Ноутбук TECNO MegaBook T1, 15.6"", IPS, Intel Core i3 1005G1 1.2ГГц, 2-ядерный, 12ГБ LPDDR4, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, синий",41 990₽,Li-Ion,"15.6 """,2 Мп,60 Гц,FHD,,,матовая,IPS,IPS,16:9,"12 ГБ, LPDDR4, 3733 МГц",,2.0,,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1005G1,"1.2 ГГц (3.4 ГГц, в режиме Turbo)",2-ядерный,4 шт,2.0,1 МБ,4 МБ,10 нм,Ice Lake,"есть, v5.1",,,5 Гбит/с,,10 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики (DTS Sound),русский/английский,черный,есть,есть,белая,,12 мес.,6060 mAh,70 Wh,Type,алюминий,синий,358.2 х 235.5 х 15.6 мм,1.56 кг,,2.74 кг,,,,,"есть, поддержкаSD",,3.0,,,64-bit,Multi Language,есть,есть (Fingerprint),11.55 V,,,,,,,,,,3 cell,матовая,матовая,,,,,,,,,,,,,,,,,,1.0,,,100 %,,,,18 ч,,,12 ч,,есть,16 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<3,,,,,
https://www.citilink.ru/product/noutbuk-maibenben-x668-i7-12700h-16gb-ssd512gb-rtx-3070-8gb-17-3-ips-q-1942614/,Код товара: 1942614,,"Ноутбук игровой MAIBENBEN X668, 17.3"", IPS, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 16ГБ DDR4, 512ГБ SSD, NVIDIA GeForce RTX 3070 для ноутбуков - 8 ГБ, Linux, черный [x668qsfelbre0]",141 990₽,Li-Pol,"17.3 """,0.9 Мп,165 Гц,QHD,,,матовая,IPS,IPS,16:9,"16 ГБ, DDR4, 3200 МГц",32 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce RTX 3070 для ноутбуков - 8 ГБ,Intel Core i7 12700H,"2.3 ГГц (4.7 ГГц, в режиме Turbo)",14-ядерный,20 шт,6.0,11.5 МБ,24 МБ,Intel 7,Alder Lake,"есть, v5.2",,2.0,10 Гбит/с,,10 Гбит/с,Linux,,да,встроенная,1,стереодинамики,русский/английский,черный,есть,есть,RGB,Touchpad,12 мес.,4100 mAh,46.74 Wh,,пластик,черный,395.7 х 263.6 х 30 мм,2.5 кг,0.525x0.115x0.375 м,2.2 кг,есть,PCI-E 4.0 x4 M.2 2280,2 шт,1 шт,,10/100/1000/2500 (2.5 Gigabit Ethernet) Мбит/с,1.0,,есть,,,есть,,11.4 V,,есть,,,2 шт,PCI-E 3.0 x4 M.2 2280,2.1,1.0,2 x 2 Вт,3 cell,,,,,,,,,,активное,45 Вт,есть,есть,Reflex,,да,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-xiaomi-redmibook-pro-ryzen-7-5700u-16gb-ssd512gb-14-ips-2-5k-w-1940380/,,,‌,141 990₽,Ноутбук,"14 """,2560х1600,60 Гц,2.5K,,,матовая,IPS,IPS,16:10,"16 ГБ, DDR4, 3200 МГц",,,,512 ГБ,интегрированный,AMD Radeon,AMD Ryzen 7 5700U,"1.8 ГГц (4.3 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,4 МБ,8 МБ,7 нм,Lucienne,"есть, v5.1",1.0,1.0,5 Гбит/с,2.0,5 Гбит/с,Windows 11 trial (для ознакомления),да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,алюминий,серый,315.6 х 220.4 х 17.25 мм,,0.387x0.077x0.312 м,2.2 кг,,,1 шт,,,,,,есть,,,,есть (Fingerprint),,,,,,,,,,,,,,,,,,,есть,65 Вт,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
