Название,Рейтинг,Количество отзывов,Цена,,Страна,Гарантия,Операционная система,Производитель процессора,Модель процессора,Тактовая частота,Максимальная тактовая частота,Количество ядер,Кэш L3,Производитель чипсета,Модель чипсета,Объем оперативной памяти,Максимальный объем,Тип оперативной памяти,Частота памяти,Слоты для оперативной памяти,Тип накопителя,Объем накопителя,Тип видеокарты,Производитель видеокарты,Модель видеокарты,Тип видеопамяти,Тип оптического привода,LAN-адаптер,DVI,HDMI,USB 2.0,USB 3.0,LAN разъем (RJ-45),Line-In,Фронтальный разъем для наушников/микрофона 3.5мм,Подсветка корпуса,Размещение,Мощность блока питания,Высота,Ширина,Глубина,Вес,Цвет,Wi-Fi,Стандарт Wi-Fi,Объем первого накопителя,Объем второго накопителя,Игровой системный блок,Объем видеопамяти,DisplayPort,Типоразмер корпуса,Материал корпуса,Интерфейс подключения,USB 3.0 (Type-C),Разъем для наушников,Кабель питания,Разъем для наушников/микрофона,Bluetooth-адаптер,Картридер,VGA (D-Sub),USB 3.1,Разъем для микрофона,USB 3.2,Дополнительная информация,Фронтальный разъем для наушников 3.5мм,USB,Кэш L2,Количество ядер графического процессора,Thunderbolt/USB 4,PS/2,USB 3.1 (Type-C),Фронтальный разъем для микрофона 3.5мм,Звуковая карта,Speaker-Out,Thunderbolt 3,Toslink
Игровой компьютер Thunderobot BW IV Ultra 9 i9-12900K/32G/SSD1Tb/RTX3090/WIN11,5.0,2.0,269 999 р.,,Китай,1 год,Windows 11 ,Intel ,Core i9-12900K,3.2 ГГц ,5.2 ГГц,16 ,30 МБ,,,32 ГБ ,128 ГБ,DDR5,4800 МГц,2 шт.,SSD ,1 ТБ ,Дискретная ,NVIDIA ,GeForce RTX 3090,GDDR6X,,1000/100/10 Мбит/с,,2 шт.,3 шт.,7 шт.,1 шт.,1,Есть,Есть,,1000 Вт,51 см,21 см,52 см,15.7 кг,Черный,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",,,Есть ,24 ГБ,4,Full-Desktop ,,,1 шт.,,,,Есть,,,,,,,,11 шт.,,,,,,,,,,
Игровой компьютер Thunderobot BW IV Max D 16GB/1TB RTX3070TI (JT00EN00ERU),5.0,2.0,129 999 р.,,Китай,1 год,Нет ,Intel ,Core i5-12400,2.5 ГГц ,4.4 ГГц,6 ,18 МБ,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,2 шт.,SSD ,1 ТБ ,Дискретная ,NVIDIA ,GeForce RTX 3070 Ti,GDDR6X,,1000/100/10 Мбит/с,,2 шт.,3 шт.,,1 шт.,1,Есть,Есть,,750 Вт,51.2 см,21 см,52.2 см,15.7 кг,"Серебристый, Черный",Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",,,Есть ,8 ГБ,4,Midi-Tower ,,,,,,,Есть,,Есть,,,6 шт.,Беспроводная зарадка 10W,,9 шт.,7.5 МБ,,,,,,,,,
Игровой компьютер Lenovo IdeaCentre Gaming 5 14IOB6 (90RE002ERS),5.0,7.0,53 999 р.,,Китай,1 год,Нет ,Intel ,Core i5-10400F,2.9 ГГц ,4.3 ГГц,6 ,12 МБ,,,16 ГБ ,32 ГБ,DDR4,2933 МГц,2 шт.,HDD+SSD ,1 ТБ ,Дискретная ,NVIDIA ,GeForce GTX 1650 SUPER,GDDR6,,1000/100/10 Мбит/с,,1 шт.,4 шт.,2 шт.,1 шт.,,Есть,Есть,,380 Вт,36.5 см,14.5 см,29.22 см,6 кг,"Синий, Черный",Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",256 ГБ,,Есть ,4 ГБ,,Mini-Tower ,,,1 шт.,,,,Есть,SD,Есть,,,,,,,,,,,,,,,,
Компьютер Lenovo IdeaCentre 3 07ADA05 (90MV002TRS),5.0,15.0,18 999 р.,,Китай,1 год,Windows 10 ,AMD ,Athlon 3050U,2.3 ГГц ,3.2 ГГц,2 ,,,,8 ГБ ,16 ГБ,DDR4,2400 МГц,2 шт.,SSD ,256 ГБ ,,AMD ,Radeon Graphics,,,,,1 шт.,6 шт.,,1 шт.,,Есть,,,90 Вт,27 см,10 см,29 см,3.55 кг,Серый,,,,,,,,,,,,Есть,,,,,,2 шт.,Есть,,Серия: IdeaCentre 3,,,4 МБ,,,,,,,,,
Компьютер Acer Aspire XC-340 (DT.BFGER.003),4.0,11.0,29 999 р.,,Китай,1 год,Windows 10 Домашняя x64 ,AMD ,Ryzen 3 3250U,2.6 ГГц ,3.5 ГГц,2 ,,,,8 ГБ ,,DDR4,2133 МГц,,SSD ,512 ГБ ,Интегрированная ,AMD ,Radeon Graphics,,,1000/100/10 Мбит/с,,1 шт.,,2 шт.,1 шт.,,,,Вертикальное,,29.5 см,10 см,33 см,5.5 кг,Черный,,,,,,,,Mini-Tower ,,,,Есть,,,,SD,Есть,1 шт.,Есть,,,Есть,4 шт.,4 МБ,,,,1 шт.,Есть,,,,
Компьютер Acer Aspire XC-1760 (DT.BHWER.003),0.0,0.0,49 999 р.,,Китай,1 год,Нет ,Intel ,Core i5-12400,2.5 ГГц ,4.4 ГГц,6 ,18 МБ,,,8 ГБ ,,DDR4,3200 МГц,,SSD ,512 ГБ ,Интегрированная ,Intel ,UHD Graphics 730,,,1000/100/10 Мбит/с,Есть,1 шт.,4 шт.,1 шт.,1 шт.,3,Есть,,,,29.5 см,10 см,33 см,,Черный,,,,,,,,Mini-Tower ,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер HP Envy TE01-2008ur (5B1C1EA),5.0,9.0,74 999 р.,,Китай,1 год,Windows 11 Домашняя S-режим ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,32 ГБ,DDR4,2933 МГц,2 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3060 Ti,GDDR6,,1000/100/10 Мбит/с,,1 шт.,6 шт.,,1 шт.,,Есть,,,500 Вт,33.74 см,15.54 см,30.7 см,5.96 кг,Черный,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11n",,,,8 ГБ,3,,,,,,,,Есть,,,2 шт.,,,Windows 11 Домашняя для одного языка в S-режиме,,,,,,,1 шт.,,5.1,,,
Игровой компьютер ASUS ROG Strix G10DK-A3400G0300,4.0,3.0,69 999 р.,,Тайвань,1 год,FreeDOS ,AMD ,Ryzen 5 3400G,3.7 ГГц ,4.2 ГГц,4 ,4 МБ,,,16 ГБ ,64 ГБ,DDR4,2666 МГц,2 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX3060,GDDR6,,1000/100/10 Мбит/с,Есть,4 шт.,,4 шт.,1 шт.,,Есть,,,500 Вт,42.8 см,18 см,43 см,8 кг,Серый,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11n",,,Есть ,12 ГБ,3,Midi-Tower ,,,,Есть,,,Есть,,Есть,4 шт.,Есть,,,,,,,,Есть,,,,,,
Игровой компьютер Prestigio Xtreme 750 (i5-10400F/16GB/SSD512GB/RTX3060Ti/NOOS),5.0,9.0,107 999 р.,,Россия,2 года,Нет ,Intel ,Core i5-10400F,2.9 ГГц ,4.3 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,2666 МГц,2 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3060 Ti,GDDR6,,1000/100/10 Мбит/с,,2 шт.,4 шт.,,1 шт.,,,Есть,,750 Вт,41.3 см,19.8 см,45.9 см,8 кг,Черный,,,,,Есть ,8 ГБ,3,Midi-Tower ,,,,Есть,,,,SD,Есть,5 шт.,Есть,,,,,,,,Есть,,,,,,
Игровой компьютер iRU Game 310H5GE MT (1610514),4.0,6.0,95 999 р.,,Россия,3 года,Windows 10 Домашняя x64 ,Intel ,Core i5-10400F,2.9 ГГц ,4.3 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,2666 МГц,2 шт.,SSD ,480 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3060,GDDR6,,,,1 шт.,2 шт.,6 шт.,,,,,,650 Вт,45.9 см,21 см,40.3 см,10.4 кг,Черный,,,,,Есть ,12 ГБ,,Midi-Tower ,,,,,,,,,,,,,,,,,,,Есть,,,,,,
Компьютер MSI Creator P50 11SI-240XRU,5.0,13.0,54 999 р.,,Китай,2 года,FreeDOS ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,2 шт.,SSD ,500 ГБ ,Дискретная ,NVIDIA ,GeForce GTX 1660 SUPER,GDDR6,,1000/100/10 Мбит/с,Есть,2 шт.,,6 шт.,1 шт.,,Есть,,Вертикальное,65 Вт,35.4 см,9.8 см,25.1 см,3.4 кг,Белый,Есть ,,,,Есть ,6 ГБ,1,Midi-Tower ,,,1 шт.,,Есть,,Есть,,,,,,,,,,,,,,,,,,
Игровой компьютер HYPERPC Champion,0.0,0.0,109 999 р.,,Россия,1 год,Нет ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,4 шт.,SSD ,500 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3060 Ti,GDDR6,Нет ,1000/100/10 Мбит/с,,1 шт.,4 шт.,,1 шт.,,,,,700 Вт,44 см,19 см,38 см,7.5 кг,Черный,,,,,Есть ,8 ГБ,3,Midi-Tower ,,,,Есть,,,,,,5 шт.,Есть,,,,,,,,Есть,,,,,,
Игровой компьютер MSI MAG Infinite 11TC-1484RU,5.0,4.0,105 299 р.,,Китай,2 года,Windows 11 ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,2 шт.,HDD+SSD ,1500 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3060,GDDR6,Нет ,1000/100/10 Мбит/с,,2 шт.,5 шт.,4 шт.,1 шт.,,Есть,Есть,,500 Вт,48.8 см,21 см,45 см,10 кг,Черный,Есть ,,1 ТБ,500 ГБ,Есть ,12 ГБ,4,Midi-Tower ,,,1 шт.,,,,Есть,,,,,,,,,,,,,,,,,,
Игровой компьютер Lenovo Legion T5 26AMR5 (90RC00T0RS),5.0,3.0,132 999 р.,,Китай,1 год,Windows 11 Домашняя х64 ,AMD ,Ryzen 5 3600,3.6 ГГц ,4.2 ГГц,6 ,32 МБ,,,16 ГБ ,128 ГБ,DDR4,3200 МГц,4 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3070,GDDR6,Нет ,1000/100/10 Мбит/с,,,2 шт.,,1 шт.,,Есть,,,650 Вт,41.1 см,20.5 см,39.6 см,14 кг,Черный,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",,,Есть ,8 ГБ,,Midi-Tower ,,,,,,,Есть,,,4 шт.,Есть,,,,,,,,,1 шт.,,,3 шт.,,
Игровой компьютер Acer Nitro N50-620 MT (DG.E2FER.00N),5.0,3.0,99 999 р.,,Китай,1 год,Windows 11 Домашняя ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,2666 МГц,2 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3060,GDDR6,Нет ,,,1 шт.,2 шт.,2 шт.,1 шт.,,,,,500 Вт,39.2 см,17.5 см,38.6 см,10 кг,Черный,,,,,Есть ,12 ГБ,1,Mini-Tower ,,,1 шт.,,,Есть,,,,,Есть,,,,5 шт.,,,,,,,,,1 шт.,
Компьютер iRU Game 520B5GE MT Ryzen 5 Black (1693380),5.0,4.0,47 999 р.,,Россия,3 года,Нет ,AMD ,Ryzen 5 5600X,3.7 ГГц ,4.6 ГГц,6 ,32 МБ,,,16 ГБ ,64 ГБ,DDR4,3000 МГц,2 шт.,SSD ,500 ГБ ,Дискретная ,AMD ,RX 6500 XT,GDDR6,,1000/100/10 Мбит/с,,1 шт.,4 шт.,5 шт.,1 шт.,1,,Есть,,500 Вт,47 см,24 см,51 см,9.2 кг,Черный,,,,,Есть ,4 ГБ,1,,,,,,,Есть,,,,,,,,,,,,,Есть,,,,,,1 шт.
Игровой компьютер MSI MAG Codex 5 11SI-1039XRU,5.0,2.0,89 399 р.,,Казахстан,1 год,Нет ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,2 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce GTX 1660 SUPER,GDDR6,,1000/100/10 Мбит/с,,1 шт.,4 шт.,,1 шт.,,Есть,Есть,,500 Вт,46.6 см,19.5 см,51.48 см,9.4 кг,Черный,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",,,Есть ,6 ГБ,3,Midi-Tower ,,,,,,,Есть,,,,,,,,,,,,,,,,,,
Игровой компьютер Nerpa Hispida I540 (I540-270622-2),0.0,0.0,99 999 р.,,Россия,3 года,Нет ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,128 ГБ,DDR4,3200 МГц,4 шт.,SSD ,1 ТБ ,Дискретная ,NVIDIA ,GeForce RTX 3060 Ti,GDDR6,Нет ,1000/100/10 Мбит/с,,1 шт.,4 шт.,3 шт.,1 шт.,,Есть,,,,38.1 см,23 см,38.7 см,8 кг,Черный,,,,,Есть ,8 ГБ,3,,,,1 шт.,Есть,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер ASUS G15DK-73700X050W (90PF02Q1-M000B0),0.0,0.0,109 999 р.,,Тайвань,1 год,Windows 11 Домашняя х64 ,AMD ,Ryzen 7 3700X,3.6 ГГц ,4.4 ГГц,8 ,32 МБ,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,4 шт.,SSD ,512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3070,GDDR6,Нет ,1000/100/10 Мбит/с,Есть,2 шт.,,5 шт.,1 шт.,1,Есть,,,750 Вт,49.8 см,18.5 см,42.1 см,11 кг,Черный,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",,,Есть ,8 ГБ,3,Midi-Tower ,,,1 шт.,,,,Есть,,Есть,,,,,,,,,,Есть,,,,,,
Компьютер MUST AS11400310122,0.0,0.0,89 999 р.,,Россия,6 месяцев,Нет ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,12 МБ,,,16 ГБ ,32 ГБ,DDR4,3200 МГц,6 шт.,SSD ,500 ГБ ,Дискретная ,AMD ,RX 6700 XT,GDDR6,,1000/100/10 Мбит/с,,1 шт.,8 шт.,7 шт.,1 шт.,1,,,Вертикальное,650 Вт,43 см,19 см,41 см,9 кг,Черный,,,,,,12 ГБ,3,Midi-Tower ,,,,,,,,,,,,,,Есть,,,,,,,,,,,
"Игровой компьютер MSI MAG Codex X5, i7K RTX 3090/32GB/1TB HDD+1TB SSD",0.0,0.0,279 999 р.,,Китай,1 год,,Intel ,,3.6 ГГц ,5 ГГц,12 ,,,,32 ГБ ,64 ГБ,DDR5,4400 МГц,4 шт.,HDD+SSD ,1 ТБ ,Дискретная ,NVIDIA ,GeForce RTX 3090,GDDR6X,,1000/100/10 Мбит/с,,2 шт.,4 шт.,7 шт.,1 шт.,,Есть,Есть,Вертикальное,,51.48 см,19.5 см,46.6 см,10 кг,Черный,,,1 ТБ,,Есть ,24 ГБ,4,,,,3 шт.,,,,,,,,,,,,14 шт.,,,,,,,,,,
"Игровой компьютер MSI MEG Aegis Ti5, i7K RTX 3090/64GB/2TB HDD+1TB SSD",5.0,7.0,299 999 р.,,Китай,1 год,,Intel ,,3.6 ГГц ,5 ГГц,12 ,,,,64 ГБ ,128 ГБ,DDR5,4800 МГц,4 шт.,HDD+SSD ,2 ТБ ,Дискретная ,NVIDIA ,GeForce RTX 3090,GDDR6X,,1000/100/10 Мбит/с,,2 шт.,2 шт.,5 шт.,2 шт.,,Есть,Есть,Вертикальное,,51.2 см,55.1 см,24 см,15 кг,Черный,Есть ,"IEEE 802.11ac, IEEE 802.11b, IEEE 802.11a, IEEE 802.11g, IEEE 802.11ax, IEEE 802.11n",1 ТБ,,Есть ,24 ГБ,3,,,,2 шт.,,,,Есть,,,,,,,,9 шт.,,,,,,,,,,
Игровой компьютер Acer Predator P03-630 (DG.E2CMC.003),0.0,0.0,124 999 р.,,Китай,1 год,Нет ,Intel ,Core i5-11400F,2.6 ГГц ,4.4 ГГц,6 ,,,,16 ГБ ,64 ГБ,DDR4,3200 МГц,2 шт.,HDD+SSD ,2512 ГБ ,Дискретная ,NVIDIA ,GeForce RTX 3070,GDDR6,,10000/1000/100/10 Мбит/с,,1 шт.,2 шт.,3 шт.,1 шт.,,,Есть,,500 Вт,39.2 см,17.5 см,38.6 см,10 кг,Черный,,,512 ГБ,2 ТБ,Есть ,8 ГБ,2,,,,1 шт.,,Есть,Есть,,,,,,,,,,12 МБ,,,,,,,,,
Компьютер Lenovo 90RT003QRS,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Lenovo 90RC01DXKZ,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Lenovo 90RE00K2RS,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Lenovo 90RE00G2KZ,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Acer Altos BrainSphere P10 F7 (US.RRKTA.01H),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Acer Altos BrainSphere P10 F7 (US.RRKTA.01K),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Acer Altos BrainSphere P10 F7 (US.RRKTA.01J),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Machenike Stars-X47KR48S8wt,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Machenike Stars-X47KR38T8wt,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Machenike Machcreator-X39R37T5w,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Штурм,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Штурм V3,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Штурм 2.0 V2,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Robotcomp Аллигатор Мини Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Robotcomp Аллигатор Мини V3,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда V2 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда V3,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда V3 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер iRU Game 313 MT i3-10105F/16G/256G/GTX1650/DOS,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 2.0,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 2.0 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 2.0 V2,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 2.0 V3,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 2.0 V3 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 3.0,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 3.0 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 3.0 V2 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 3.0 V3,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Robotcomp Анаконда 3.0 V3 Plus,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Chuwi RZBox AMD Ryzen 7 5800H/16GB/512GB SSD/Windows 11 Pro (000714),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер HP Pavilion Gaming TG01-2012ur (5B1C3EA),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер HP M01-F1038ur (465L3EA),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер HP Pavilion Gaming TG01-2009ur (5B1C2EA),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Apple Mac Mini M1/8/512 (MGNT3RU/A),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Lenovo ThinkCentre M70q Gen 2 (11MY003QRU),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Acer PO3-630 CI7-11700F (DG.E2EER.006),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер iRU Game 510B6GMA MT i5 Black (1693388),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер Nerpa Hispida I540 (I540-270622-1),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Apple Mac Studio M1 Max 32/512 SSD (A2615),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер MSI Creator P50 11TC-045RU,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Игровой компьютер HP Pavilion Gaming DT TG01-2043ur (67C50EA),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Системный блок Nerpa I540-080822,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Acer Veriton N4660G (DT.VRDER.1AJ),,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Компьютер Dell Vostro 3888-9993,,,124 999 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
